tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
"['sql', 'pivot', 'dbt']","{'account_id': 12424920, 'reputation': 83, 'user_id': 9049980, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/64114c0990525ab6e2c59983e0e4430a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'l217', 'link': 'https://stackoverflow.com/users/9049980/l217'}",False,29,1,0,1694879633,1694798448,77114286,CC BY-SA 4.0,https://stackoverflow.com/questions/77114286/dbt-pivot-multiple-columns,dbt pivot multiple columns,,1694798955.0,,,
"['snowflake-cloud-data-platform', 'dbt', 'union-all']","{'account_id': 8570162, 'reputation': 443, 'user_id': 6421394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe4bc2130cf8ed83bef6bc56a1948234?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Guido', 'link': 'https://stackoverflow.com/users/6421394/guido'}",True,23,1,0,1694702841,1694690430,77104393,CC BY-SA 4.0,https://stackoverflow.com/questions/77104393/how-to-use-dbt-union-relations-macro-to-redefine-columns-with-arithmetic-operati,How to Use dbt union_relations Macro to Redefine Columns with Arithmetic Operations?,77106052.0,,,,
"['dbt', 'dbt-cloud']","{'account_id': 14335468, 'reputation': 89, 'user_id': 10355086, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-EcAySEzzMwE/AAAAAAAAAAI/AAAAAAABnpc/quu7InuFubI/photo.jpg?sz=256', 'display_name': 'Nickson Ndangalasi', 'link': 'https://stackoverflow.com/users/10355086/nickson-ndangalasi'}",False,27,0,0,1694646954,1694646954,77100986,CC BY-SA 4.0,https://stackoverflow.com/questions/77100986/unable-to-change-the-variable-value-during-dbt-run,Unable to change the variable value during dbt run,,,,,
['dbt'],"{'account_id': 5609373, 'reputation': 1636, 'user_id': 4442749, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/749a88738d84c5a17fa4e52edf52e2e6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Philippe Hebert', 'link': 'https://stackoverflow.com/users/4442749/philippe-hebert'}",False,15,0,0,1694543769,1694543367,77091794,CC BY-SA 4.0,https://stackoverflow.com/questions/77091794/dbt-exceptions-undefinedmacroexception-compilation-error-macro-name-is-unde,dbt.exceptions.UndefinedMacroException: Compilation Error &#39;{macro_name}&#39; is undefined,,1694543769.0,,,
"['python', 'snowflake-cloud-data-platform', 'jinja2', 'dbt']","{'account_id': 29424662, 'reputation': 1, 'user_id': 22545682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/978f7563d13ead0a841f1fcd4c8468a9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'vantage', 'link': 'https://stackoverflow.com/users/22545682/vantage'}",False,32,0,0,1694538106,1694538106,77091270,CC BY-SA 4.0,https://stackoverflow.com/questions/77091270/how-to-override-a-macro-in-dbt-external-tables-package-for-dbt-in-the-project,How to override a macro in dbt-external-tables package for dbt in the project?,,,,,
"['python', 'snowflake-cloud-data-platform', 'dbt']","{'account_id': 7436367, 'reputation': 856, 'user_id': 5684214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81f0ad17521ee71f9ec2860319c9b4c0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DannyDannyDanny', 'link': 'https://stackoverflow.com/users/5684214/dannydannydanny'}",False,36,1,1,1694555222,1694507745,77087356,CC BY-SA 4.0,https://stackoverflow.com/questions/77087356/debug-log-output-from-dbt-python-models,Debug / log output from dbt python models,,,,,
"['dbt', 'elementary']","{'account_id': 14567808, 'reputation': 9218, 'user_id': 10521959, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DymiN.png?s=256&g=1', 'display_name': 'Yaakov Bressler', 'link': 'https://stackoverflow.com/users/10521959/yaakov-bressler'}",True,39,1,2,1694466379,1694453323,77083700,CC BY-SA 4.0,https://stackoverflow.com/questions/77083700/disable-elementary-from-dbt-cli-when-running-dbt-test,Disable elementary from DBT CLI when running dbt test,77084777.0,,,,
"['python', 'dbt']","{'account_id': 8612915, 'reputation': 15, 'user_id': 14699846, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LT4_VDSZaUw/AAAAAAAAAAI/AAAAAAAAAE0/6g0oXGKQYs4/photo.jpg?sz=256', 'display_name': 'pma1911', 'link': 'https://stackoverflow.com/users/14699846/pma1911'}",True,38,1,0,1694508154,1694429502,77080993,CC BY-SA 4.0,https://stackoverflow.com/questions/77080993/exclude-a-file-while-importing-a-dbt-package,Exclude a file while importing a dbt package,77087409.0,1694430043.0,,,
"['google-bigquery', 'airflow', 'dbt', 'python-dataclasses']","{'account_id': 29395998, 'reputation': 1, 'user_id': 22523337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/950b7377b71f5ed5b0ea37bdcbd4eb3a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'kavoisier_n_coding', 'link': 'https://stackoverflow.com/users/22523337/kavoisier-n-coding'}",False,28,0,0,1694208357,1694208357,77069947,CC BY-SA 4.0,https://stackoverflow.com/questions/77069947/how-to-create-reusable-code-with-dataclasses-and-airflow-dags,How to create reusable code with dataclasses and airflow dags,,,,,
"['snowflake-cloud-data-platform', 'data-warehouse', 'dbt']","{'account_id': 15975342, 'reputation': 51, 'user_id': 11528412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9660d24ea30b880a0b433c6a14fcd8f0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 't1808', 'link': 'https://stackoverflow.com/users/11528412/t1808'}",True,37,1,1,1694163179,1694160883,77065222,CC BY-SA 4.0,https://stackoverflow.com/questions/77065222/how-to-implement-snowflake-task-in-dbt,How to implement Snowflake &#39;Task&#39; in DBT,,,,,
"['google-cloud-platform', 'google-bigquery', 'dbt', 'dataform']","{'account_id': 27801997, 'reputation': 1, 'user_id': 21226269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49fad1efc58c7291e9c675bb9ebc4736?s=256&d=identicon&r=PG', 'display_name': 'naoki', 'link': 'https://stackoverflow.com/users/21226269/naoki'}",False,22,0,0,1694064171,1694064040,77056794,CC BY-SA 4.0,https://stackoverflow.com/questions/77056794/how-do-i-reference-entities-from-other-sqlx-files-in-a-dataform-workspace-before,How do I Reference Entities from Other sqlx Files in a DataForm Workspace Before Deploying to Production?,,1694064171.0,,,
['dbt'],"{'account_id': 14567808, 'reputation': 9218, 'user_id': 10521959, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DymiN.png?s=256&g=1', 'display_name': 'Yaakov Bressler', 'link': 'https://stackoverflow.com/users/10521959/yaakov-bressler'}",False,27,1,0,1694792716,1694041885,77055722,CC BY-SA 4.0,https://stackoverflow.com/questions/77055722/dbt-cli-selector-run-tests-for-a-specific-column-on-a-specific-model,DBT CLI Selector – Run tests for a specific column on a specific model,,,,,
"['sql', 'google-bigquery', 'dbt']","{'account_id': 18366750, 'reputation': 139, 'user_id': 13377629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d65c7dcff69bc08747909e016be9e6db?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Chins Kuriakose', 'link': 'https://stackoverflow.com/users/13377629/chins-kuriakose'}",False,52,0,0,1694057714,1693991259,77050520,CC BY-SA 4.0,https://stackoverflow.com/questions/77050520/is-there-a-way-to-stop-a-dbt-model-from-running-if-dependency-is-not-resolved,Is there a way to stop a DBT model from running if dependency is not resolved?,,1694057714.0,,,
"['macros', 'jinja2', 'dbt']","{'account_id': 23842545, 'reputation': 1, 'user_id': 20700548, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgXNis68XaCDsriopqxIrqHMmF469pQobSSaEHgGg=k-s256', 'display_name': 'Tim Choongjae Lee', 'link': 'https://stackoverflow.com/users/20700548/tim-choongjae-lee'}",False,31,0,0,1693894052,1693893914,77042045,CC BY-SA 4.0,https://stackoverflow.com/questions/77042045/in-dbt-macro-function-i-tried-to-use-reftable-name-identifier-but-got-parsi,"In dbt macro function, I tried to use ref(&quot;table_name&quot;).identifier but got parsing error",,,,,
"['snowflake-cloud-data-platform', 'dbt']","{'account_id': 69266, 'reputation': 10603, 'user_id': 201657, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/Tsj9N.jpg?s=256&g=1', 'display_name': 'jamiet', 'link': 'https://stackoverflow.com/users/201657/jamiet'}",True,16,1,0,1693862059,1693862005,77040637,CC BY-SA 4.0,https://stackoverflow.com/questions/77040637/how-do-i-refer-to-a-dbt-source-in-snowpark,How do I refer to a dbt source in Snowpark?,77040639.0,,,,
"['python', 'dbt']","{'account_id': 22396521, 'reputation': 31, 'user_id': 19719236, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb928ff5ee839462a2eae51a75309a45?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'dagi_de', 'link': 'https://stackoverflow.com/users/19719236/dagi-de'}",False,29,1,-2,1693560446,1693482912,77015602,CC BY-SA 4.0,https://stackoverflow.com/questions/77015602/dbt-cloud-python-model-deployment-issue,DBT Cloud: Python Model Deployment Issue,,,,,
"['mysql', 'json', 'macros', 'dbt', 'dbt-mysql']","{'account_id': 29333092, 'reputation': 1, 'user_id': 22474101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad9eab69692f15b59812cab1b62069c0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Damilola', 'link': 'https://stackoverflow.com/users/22474101/damilola'}",False,29,0,0,1693623470,1693468277,77013807,CC BY-SA 4.0,https://stackoverflow.com/questions/77013807/how-to-build-macros-in-dbt,How to build macros in dbt,,1693623470.0,,,
"['http', 'https', 'google-cloud-run', 'dbt']","{'account_id': 16801071, 'reputation': 83, 'user_id': 16206828, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj5Vbl8IgqOuh-RJ8J8EcQf1P_FS9_l9H99PfagIg=k-s256', 'display_name': 'Mateus Le&#227;o', 'link': 'https://stackoverflow.com/users/16206828/mateus-le%c3%a3o'}",False,77,0,0,1693908559,1693441451,77012208,CC BY-SA 4.0,https://stackoverflow.com/questions/77012208/dbt-docs-http-on-cloud-run-https-problem,Dbt Docs (http) on Cloud Run (https) - problem,,1693908559.0,,,
"['snowflake-cloud-data-platform', 'dbt']","{'account_id': 17092311, 'reputation': 95, 'user_id': 12368161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28ffa91caf3a6953900b162f8fbf6b14?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Tito Lulu', 'link': 'https://stackoverflow.com/users/12368161/tito-lulu'}",True,58,2,1,1693904487,1693422458,77010886,CC BY-SA 4.0,https://stackoverflow.com/questions/77010886/generate-actual-business-time-spent-resolving-a-ticket,Generate Actual Business Time Spent resolving a ticket,77043140.0,1693562811.0,,,
['dbt'],"{'account_id': 377336, 'reputation': 209, 'user_id': 729396, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/353de80f7f1c32f66fd57259de167649?s=256&d=identicon&r=PG', 'display_name': 'Fiffe', 'link': 'https://stackoverflow.com/users/729396/fiffe'}",False,43,1,0,1693462781,1693414632,77010088,CC BY-SA 4.0,https://stackoverflow.com/questions/77010088/dbt-custom-schema-ignored-when-altering-model,dbt: Custom schema ignored when altering model,,1693415934.0,,,
"['dbt', 'looker', 'dataform']","{'account_id': 27801997, 'reputation': 1, 'user_id': 21226269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49fad1efc58c7291e9c675bb9ebc4736?s=256&d=identicon&r=PG', 'display_name': 'naoki', 'link': 'https://stackoverflow.com/users/21226269/naoki'}",False,28,0,0,1693405676,1693405676,77008961,CC BY-SA 4.0,https://stackoverflow.com/questions/77008961/strategies-for-efficiently-refactoring-parts-of-a-dag-in-dbt,Strategies for Efficiently Refactoring Parts of a DAG in DBT,,,,,
"['sql', 'jinja2', 'amazon-redshift', 'dbt', 'unload']","{'account_id': 17807189, 'reputation': 11, 'user_id': 12932647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b82be8e8e90ec3b3a3adb2fcd75e4e2a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'killumi_91', 'link': 'https://stackoverflow.com/users/12932647/killumi-91'}",False,24,0,0,1693403655,1693403655,77008693,CC BY-SA 4.0,https://stackoverflow.com/questions/77008693/multiple-redshift-unload-table-from-dbt-core,Multiple redshift unload table from dbt core,,,,,
"['sql', 'macros', 'snowflake-cloud-data-platform', 'jinja2', 'dbt']","{'account_id': 19816422, 'reputation': 13, 'user_id': 14514002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e08794683fcecd305ce1f779fa4e2063?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'l33pif', 'link': 'https://stackoverflow.com/users/14514002/l33pif'}",False,20,0,0,1693342490,1693342490,77003588,CC BY-SA 4.0,https://stackoverflow.com/questions/77003588/dbt-incremental-model-not-running-as-full-refresh-despite-using-should-refresh,DBT Incremental Model Not Running as Full Refresh Despite Using should_refresh() Macro,,,,,
"['hive', 'kerberos', 'dbt']","{'account_id': 25538745, 'reputation': 21, 'user_id': 19325274, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0932c2a5f363a043a3e60fd633ae312e?s=256&d=identicon&r=PG', 'display_name': 'Val', 'link': 'https://stackoverflow.com/users/19325274/val'}",False,34,0,0,1693310106,1693305914,76999480,CC BY-SA 4.0,https://stackoverflow.com/questions/76999480/unable-to-connect-to-hive-with-dbt-and-kerberos,unable to connect to hive with dbt and kerberos,,1693310106.0,,,
['dbt'],"{'account_id': 22871528, 'reputation': 61, 'user_id': 17014494, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghkgs0wM0pa_SbaOE_ZCDEbeChzqUzadNF2fBwV6g=k-s256', 'display_name': 'Harshita', 'link': 'https://stackoverflow.com/users/17014494/harshita'}",False,11,0,0,1693302445,1693302445,76999094,CC BY-SA 4.0,https://stackoverflow.com/questions/76999094/dynamically-decide-to-run-dbt-model,dynamically decide to run dbt model,,,,,
"['data-analysis', 'dbt', 'airbyte']","{'account_id': 933147, 'reputation': 5785, 'user_id': 962602, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/d7baa1d4738958fac3e84b0c2834aa55?s=256&d=identicon&r=PG', 'display_name': 'Trent', 'link': 'https://stackoverflow.com/users/962602/trent'}",True,30,1,0,1693327670,1693240066,76994522,CC BY-SA 4.0,https://stackoverflow.com/questions/76994522/how-to-use-dbt-and-airbyte-to-cross-data-from-different-source,How to use dbt and airbyte to cross data from different source?,,,,,
['dbt'],"{'account_id': 29313808, 'reputation': 1, 'user_id': 22459012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a5f92cde7f69b93dbb43c3ae6e706cc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'gowthammadhavan7', 'link': 'https://stackoverflow.com/users/22459012/gowthammadhavan7'}",False,16,1,0,1693301973,1693218687,76992023,CC BY-SA 4.0,https://stackoverflow.com/questions/76992023/im-getting-an-error-like-this-version-of-dbt-is-not-supported-with-the-dbt-ut,I&#39;m getting an error like &quot;This version of dbt is not supported with the &#39;dbt_utils&#39; package.&quot; PS: I&#39;m using mac m1,,,,,
"['snowflake-cloud-data-platform', 'dbt']","{'account_id': 29293004, 'reputation': 1, 'user_id': 22443005, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtcIP3DyAt78uymrnz2J995563Ff4UkiNCbSB0y0vvveiKMa=k-s256', 'display_name': 'Srikanth K', 'link': 'https://stackoverflow.com/users/22443005/srikanth-k'}",False,45,0,0,1692902391,1692902391,76972126,CC BY-SA 4.0,https://stackoverflow.com/questions/76972126/trigger-dbt-models-after-snowflake-snowpipe,Trigger dbt models after snowflake snowpipe,,,,,
"['sql', 'json', 'google-bigquery', 'dbt']","{'account_id': 68220, 'reputation': 4813, 'user_id': 199173, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/16d02a8532daeb7a196d0a18903e53d0?s=256&d=identicon&r=PG', 'display_name': 'Mc.Lover', 'link': 'https://stackoverflow.com/users/199173/mc-lover'}",True,162,3,0,1693824316,1692902143,76972103,CC BY-SA 4.0,https://stackoverflow.com/questions/76972103/how-to-replace-json-escaping-characters-in-dbt,How to replace JSON escaping characters in dbt,,1693732145.0,,,
['dbt'],"{'account_id': 11489093, 'reputation': 49, 'user_id': 11249635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01090efb720981cc2d8c93b74b8496f9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Vijay', 'link': 'https://stackoverflow.com/users/11249635/vijay'}",False,39,1,0,1693343207,1692849588,76966136,CC BY-SA 4.0,https://stackoverflow.com/questions/76966136/not-rerunning-a-dbt-table-materialization-model-on-parallel-runs,Not rerunning a dbt table materialization model on parallel runs,,1692920836.0,,,
['dbt'],"{'account_id': 19163351, 'reputation': 15, 'user_id': 13998654, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iBGGs.jpg?s=256&g=1', 'display_name': 'Llus', 'link': 'https://stackoverflow.com/users/13998654/llus'}",True,66,1,0,1692891199,1692806103,76963052,CC BY-SA 4.0,https://stackoverflow.com/questions/76963052/specify-target-in-dbt-model-based-on-the-folder-location,Specify target in dbt model based on the folder location,76970883.0,,,,
"['yaml', 'dbt']","{'account_id': 2867026, 'reputation': 73, 'user_id': 2461139, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M2NBq.jpg?s=256&g=1', 'display_name': 'Prassi', 'link': 'https://stackoverflow.com/users/2461139/prassi'}",False,75,2,0,1695114758,1692802477,76962588,CC BY-SA 4.0,https://stackoverflow.com/questions/76962588/reuse-columns-in-dbt-model,Reuse columns in dbt model,,1692861933.0,,,
"['macros', 'jinja2', 'dbt']","{'account_id': 2151498, 'reputation': 8539, 'user_id': 1907755, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/bdb9b8bd2aa1e9d5da66a24ee0a24390?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Shankar', 'link': 'https://stackoverflow.com/users/1907755/shankar'}",True,30,1,0,1692786498,1692771527,76958760,CC BY-SA 4.0,https://stackoverflow.com/questions/76958760/passing-single-element-inside-array-to-jinja-macro,passing single element inside array to jinja macro,,1692783272.0,,,
['dbt'],"{'account_id': 21044045, 'reputation': 35, 'user_id': 16234460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e68c10dd04b871753f4b58b855c15515?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'IamYourFaja', 'link': 'https://stackoverflow.com/users/16234460/iamyourfaja'}",False,35,0,0,1692754022,1692754022,76957719,CC BY-SA 4.0,https://stackoverflow.com/questions/76957719/dbt-project-unable-to-parse-any-profile-other-than-local,DBT project unable to parse any profile other than &quot;local&quot;,,,,,
"['jinja2', 'dbt']","{'account_id': 13098395, 'reputation': 21, 'user_id': 9463583, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Teatimeman', 'link': 'https://stackoverflow.com/users/9463583/teatimeman'}",False,25,1,-2,1692760206,1692706931,76953274,CC BY-SA 4.0,https://stackoverflow.com/questions/76953274/dbt-jinja-if-else,DBT JINJA IF ELSE,,1692707432.0,,,
"['macros', 'jinja2', 'dbt']","{'account_id': 2151498, 'reputation': 8539, 'user_id': 1907755, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/bdb9b8bd2aa1e9d5da66a24ee0a24390?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Shankar', 'link': 'https://stackoverflow.com/users/1907755/shankar'}",True,65,1,0,1692696449,1692693657,76951534,CC BY-SA 4.0,https://stackoverflow.com/questions/76951534/how-to-check-the-data-type-of-dbt-macro-function-argument,how to check the data type of dbt macro function argument?,,,,,
"['python', 'sql', 'dataframe', 'etl', 'dbt']","{'account_id': 19862524, 'reputation': 51, 'user_id': 14550599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/760585b1ad4e91e5ba517e8de2e1ceeb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bjg90', 'link': 'https://stackoverflow.com/users/14550599/bjg90'}",False,29,0,1,1692721612,1692663720,76949396,CC BY-SA 4.0,https://stackoverflow.com/questions/76949396/transforming-a-flat-jsonb-database-record-into-multiple-table-records-during-etl,Transforming a flat jsonb database record into multiple table records during ETL,,1692721612.0,,,
"['snowflake-cloud-data-platform', 'dbt']","{'account_id': 26144917, 'reputation': 20, 'user_id': 19833660, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqjG1Xmor8wNf5-3_41c9bTJlfHvRaBqsq2fNJqnQ=k-s256', 'display_name': 'Robertino Bonora', 'link': 'https://stackoverflow.com/users/19833660/robertino-bonora'}",False,47,0,0,1692583210,1692583210,76941988,CC BY-SA 4.0,https://stackoverflow.com/questions/76941988/dbt-snowflake-validation-function,dbt - snowflake - validation function,,,,,
