tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
"['python', 'apache-nifi', 'access-token', 'airflow-2.x', 'astronomer']","{'account_id': 17779400, 'reputation': 21, 'user_id': 12910908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0efe902cf440f59a268636c8d1067c2b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Yazhini Ravi', 'link': 'https://stackoverflow.com/users/12910908/yazhini-ravi'}",False,24,0,-1,1693835742,1693835742,,77038344,CC BY-SA 4.0,https://stackoverflow.com/questions/77038344/using-simplehttpoperator-in-airflow-astronomer-to-generate-access-token-in-nifi,Using Simplehttpoperator in airflow astronomer to generate access token in nifi,,,,
['apache-nifi'],"{'account_id': 2846397, 'reputation': 6298, 'user_id': 2444661, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/e2769763430962bbe0c30faff29ab8d4?s=256&d=identicon&r=PG', 'display_name': 'Mandroid', 'link': 'https://stackoverflow.com/users/2444661/mandroid'}",True,25,1,1,1693829131,1693825721,1693829131.0,77037213,CC BY-SA 4.0,https://stackoverflow.com/questions/77037213/apache-nifi-csvrecordlookupservice-csv-format-is-not-a-supported-property,Apache nifi CSVRecordLookupService: &#39;csv-format&#39; is not a supported property,77037514.0,,,
['apache-nifi'],"{'account_id': 29337927, 'reputation': 1, 'user_id': 22477930, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtc-Wa7qqA6Hvrdsi0oDY8a3iHuvk-V4pEaIDEOEceeAUw=k-s256', 'display_name': 'Sachin kumar Singh', 'link': 'https://stackoverflow.com/users/22477930/sachin-kumar-singh'}",False,19,0,0,1693488799,1693488799,,77016339,CC BY-SA 4.0,https://stackoverflow.com/questions/77016339/apache-nifi-issues-with-file-listing-path-filter,Apache Nifi - issues with file listing path filter,,,,
['apache-nifi'],"{'account_id': 13259878, 'reputation': 37, 'user_id': 9574789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8eda08bae0755f55b3407cdb01e29923?s=256&d=identicon&r=PG', 'display_name': 'scoutjohn13', 'link': 'https://stackoverflow.com/users/9574789/scoutjohn13'}",False,32,1,-1,1693806877,1693479325,,77015169,CC BY-SA 4.0,https://stackoverflow.com/questions/77015169/wait-for-a-flowfile-to-be-picked-only-after-the-previous-flowfile-has-been-proce,Wait for a Flowfile to be picked only after the previous flowfile has been processed completely,,,,
"['apache-nifi', 'okta']","{'account_id': 16891589, 'reputation': 189, 'user_id': 12215175, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAR4srnkDNJUPP0GNI9Az_Rol3KfmDjNoWwkpZ8=k-s256', 'display_name': 'Frank Leverenz', 'link': 'https://stackoverflow.com/users/12215175/frank-leverenz'}",False,8,0,0,1693476236,1693476236,,77014813,CC BY-SA 4.0,https://stackoverflow.com/questions/77014813/nifi-invokehttp-response-header-multiple-entries-with-same-name-from-okta,NiFi InvokeHttp response header: multiple entries with same name (from Okta),,,,
['apache-nifi'],"{'account_id': 29251185, 'reputation': 1, 'user_id': 22410517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3ff58606adf260cce101ca34b79c7bd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Apple', 'link': 'https://stackoverflow.com/users/22410517/apple'}",False,19,0,0,1693578492,1693471714,1693578492.0,77014242,CC BY-SA 4.0,https://stackoverflow.com/questions/77014242/how-to-stop-the-first-processor-of-the-flow-within-processor-group-in-nifi,How to stop the first processor of the flow within processor group in nifi,,,,
"['bigdata', 'apache-nifi', 'data-engineering']","{'account_id': 8995068, 'reputation': 161, 'user_id': 6705805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d113083bcc258ebb1c5df90efcbeba5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Miguel', 'link': 'https://stackoverflow.com/users/6705805/miguel'}",False,19,0,0,1693472564,1693463656,1693472564.0,77013346,CC BY-SA 4.0,https://stackoverflow.com/questions/77013346/nifi-deleteazuredatalakestorage-blocked,Nifi: DeleteAzureDataLakeStorage blocked,,,,
"['apache-kafka', 'apache-nifi']","{'account_id': 21436732, 'reputation': 5, 'user_id': 18268131, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1685c097312897712587f0566dac8bf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'EdiM', 'link': 'https://stackoverflow.com/users/18268131/edim'}",False,23,0,0,1693463946,1693462805,1693463946.0,77013267,CC BY-SA 4.0,https://stackoverflow.com/questions/77013267/nifi-unable-to-replicate-null-messagetombstones-between-kafka-topics-using-p,NIFI - unable to replicate null message(tombstones) between kafka topics using PublishKafka_2_6,,,,
"['kubernetes', 'apache-nifi']","{'account_id': 29327510, 'reputation': 1, 'user_id': 22469669, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdcMHc0P_7h3xBD7L2gDZ05hnZ-tY0W4eEMlu9p4h2o=k-s256', 'display_name': 'Surya Santosh Reddy Gudimetla', 'link': 'https://stackoverflow.com/users/22469669/surya-santosh-reddy-gudimetla'}",False,16,0,0,1693379880,1693379880,,77005731,CC BY-SA 4.0,https://stackoverflow.com/questions/77005731/automate-the-process-of-uploading-and-starting-the-template-to-nifi-in-kubernete,Automate the process of uploading and starting the template to Nifi in Kubernetes,,,,
"['header', 'apache-nifi', 'ubuntu-20.04', 'hostheaders']","{'account_id': 16755327, 'reputation': 51, 'user_id': 12111390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8926d3d82f50cd1e99a5cdaefdee4763?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Erwin', 'link': 'https://stackoverflow.com/users/12111390/erwin'}",False,30,1,0,1693392658,1693377639,1693381154.0,77005495,CC BY-SA 4.0,https://stackoverflow.com/questions/77005495/the-request-contained-an-invalid-host-header-ip8443-in-the-request-nifi,The request contained an invalid host header [&lt;ip&gt;:8443] in the request [/nifi]. Check for request manipulation or third-party intercept,,,,
"['apache-nifi', 'upgrade']","{'account_id': 17440661, 'reputation': 1, 'user_id': 12642778, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBcGlsnp5dh-xTgd2srENdZIHckcr5k-qxzCZeB=k-s256', 'display_name': 'sujith gowda', 'link': 'https://stackoverflow.com/users/12642778/sujith-gowda'}",False,32,0,-1,1693355793,1693355793,,77004324,CC BY-SA 4.0,https://stackoverflow.com/questions/77004324/nifi-upgrade-from-1-13-0-to-1-23-2-is-failing,Nifi upgrade from 1.13.0 to 1.23.2 is failing,,,,
"['json', 'text', 'apache-nifi']","{'account_id': 24497638, 'reputation': 57, 'user_id': 18716709, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxVXbKNJUNzGpJrSqET2ytKCHmD2FPz3JDr6fb7=k-s256', 'display_name': 'Rodrigo Hajime Himauari', 'link': 'https://stackoverflow.com/users/18716709/rodrigo-hajime-himauari'}",False,26,1,0,1693377349,1693318572,,77001013,CC BY-SA 4.0,https://stackoverflow.com/questions/77001013/nifi-convert-date-with-a-updateattribute,NIFI - Convert date with a updateAttribute,,,,
"['json', 'apache-nifi', 'apache-nifi-registry']","{'account_id': 29297462, 'reputation': 11, 'user_id': 22446489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08f3434fbd9c98767015953824b29a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kiran', 'link': 'https://stackoverflow.com/users/22446489/kiran'}",False,35,1,1,1693544127,1693307661,,76999681,CC BY-SA 4.0,https://stackoverflow.com/questions/76999681/convert-flow-file-contents-of-executestreamcommand-to-json-format,Convert flow file contents of ExecuteStreamCommand to Json format,,,,
"['docker', 'nginx', 'docker-compose', 'apache-nifi']","{'account_id': 1751979, 'reputation': 985, 'user_id': 1600855, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/14f7755e874e255655386c8985c37799?s=256&d=identicon&r=PG', 'display_name': 'Prabash Darshana', 'link': 'https://stackoverflow.com/users/1600855/prabash-darshana'}",False,14,0,0,1693307399,1693307399,,76999645,CC BY-SA 4.0,https://stackoverflow.com/questions/76999645/using-nginx-proxy-to-access-nifi-and-nifi-registry-over-https-with-docker,Using Nginx Proxy to Access Nifi and Nifi Registry over HTTPS with Docker,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 16711976, 'reputation': 41, 'user_id': 12079009, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCvjE0fW8MzefNsXCoXscxZTYGjKcRDIWAu4sZU3Q=k-s256', 'display_name': 'BHADRAKA HERATH', 'link': 'https://stackoverflow.com/users/12079009/bhadraka-herath'}",True,43,1,1,1693315186,1693231683,1693241939.0,76993555,CC BY-SA 4.0,https://stackoverflow.com/questions/76993555/convert-date-format-in-a-json-using-jolt,Convert Date format in a JSON using JOLT,76995927.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 29047136, 'reputation': 3, 'user_id': 22250718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb24f0044372284112b7dae1d37c7c25?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'sandilya ch', 'link': 'https://stackoverflow.com/users/22250718/sandilya-ch'}",True,33,1,0,1693292968,1693228789,1693235555.0,76993176,CC BY-SA 4.0,https://stackoverflow.com/questions/76993176/how-do-i-assign-a-null-value-to-a-key-which-already-has-a-existing-value-i-need,How do I assign a null value to a key which already has a existing value. I need to assign null value to a key because it satisifed a condition,76998060.0,,,
