tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
"['python', 'airflow']","{'account_id': 5790820, 'reputation': 155, 'user_id': 4568355, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/10152809092889615/picture?type=large', 'display_name': 'Nabeel Khan Ghauri', 'link': 'https://stackoverflow.com/users/4568355/nabeel-khan-ghauri'}",False,23,0,0,1694713409,1694713409,,77107301,CC BY-SA 4.0,https://stackoverflow.com/questions/77107301/airflow-2-4-upstream-failed-issue,Airflow 2.4 : UpStream_Failed Issue,,,,
"['python', 'google-cloud-platform', 'airflow']","{'account_id': 29443259, 'reputation': 11, 'user_id': 22561064, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e23ffff0180c1ebfc21d47e3725e02a4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'climateBen', 'link': 'https://stackoverflow.com/users/22561064/climateben'}",False,17,1,1,1694792428,1694704564,,77106302,CC BY-SA 4.0,https://stackoverflow.com/questions/77106302/airflow-dag-for-detecting-file-drop-in-gcp-bucket-not-working,Airflow DAG for detecting file drop in GCP bucket not working,,,,
"['python', 'airflow', 'airflow-taskflow']","{'account_id': 29442473, 'reputation': 23, 'user_id': 22560389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a2cea8f0175179a746520a5f4ad1838?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Owen', 'link': 'https://stackoverflow.com/users/22560389/owen'}",True,31,1,2,1694701281,1694700237,1694701281.0,77105682,CC BY-SA 4.0,https://stackoverflow.com/questions/77105682/how-do-i-use-airflows-filesensor-glob-matching-to-find-a-file-with-a-file-with,How do I use airflow&#39;s FileSensor glob matching to find a file with a file with a specific string in its name and a set file extension e.g .txt/.csv?,77105736.0,,,
['airflow'],"{'account_id': 4623302, 'reputation': 21, 'user_id': 3747784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20ba5af090b45057aa7d661bc98e1ad8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Majeed', 'link': 'https://stackoverflow.com/users/3747784/majeed'}",True,21,1,0,1694756563,1694694776,,77104920,CC BY-SA 4.0,https://stackoverflow.com/questions/77104920/cross-dag-data-exchange-using-xcom,Cross dag data exchange using Xcom,,,,
"['python', 'airflow', 'gunicorn', 'airflow-webserver']","{'account_id': 15136989, 'reputation': 11, 'user_id': 10923227, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Y9FjH.jpg?s=256&g=1', 'display_name': 'Indrajeet singh thakur', 'link': 'https://stackoverflow.com/users/10923227/indrajeet-singh-thakur'}",False,26,0,0,1694602713,1694602713,,77096452,CC BY-SA 4.0,https://stackoverflow.com/questions/77096452/gunicorn-worker-getting-exit-in-airflow-web-server-with-received-signal-15-clo,Gunicorn worker getting exit in airflow web server with Received signal: 15. Closing gunicorn,,,,
"['airflow', 'airflow-2.x', 'airflow-webserver']","{'account_id': 29149820, 'reputation': 1, 'user_id': 22330910, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdF4DiQc6HQQg7kH6rurRqgjfqgbCoENjJdMjFqKytUuPc=k-s256', 'display_name': 'Sagar Bhatt', 'link': 'https://stackoverflow.com/users/22330910/sagar-bhatt'}",False,15,0,0,1694600430,1694598301,1694600430.0,77095923,CC BY-SA 4.0,https://stackoverflow.com/questions/77095923/logs-saved-locally-and-on-aws-s3-but-not-loading-in-airflow-ui-airflow-versio,"Logs saved locally and on AWS S3, but not loading in Airflow UI. (Airflow version 2.5.1)",,,,
"['airflow', 'airflow-taskflow']","{'account_id': 6437785, 'reputation': 5147, 'user_id': 5250620, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/viaIW.jpg?s=256&g=1', 'display_name': 'Haha TTpro', 'link': 'https://stackoverflow.com/users/5250620/haha-ttpro'}",True,9,1,0,1694726803,1694595449,,77095568,CC BY-SA 4.0,https://stackoverflow.com/questions/77095568/how-to-dynamic-task-mapping-multiple-parameters-as-pair-not-cross-product-using,"How to dynamic task mapping multiple parameters as pair, not cross product using taskflow api?",,,,
"['machine-learning', 'airflow', 'artificial-intelligence', 'mlflow', 'mlops']","{'account_id': 27334806, 'reputation': 1, 'user_id': 20846408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bf27ff57a5c575d4971e197996a9cda?s=256&d=identicon&r=PG', 'display_name': 'atakshat11', 'link': 'https://stackoverflow.com/users/20846408/atakshat11'}",False,22,0,-2,1694588157,1694588054,1694588157.0,77094690,CC BY-SA 4.0,https://stackoverflow.com/questions/77094690/airflow-error-failed-to-load-all-files-ignoring-dags-also-found-in,Airflow Error-failed to load all files----Ignoring dags .... also found in,,,,
"['python-3.x', 'amazon-web-services', 'airflow', 'airflow-2.x', 'mwaa']","{'account_id': 12842463, 'reputation': 646, 'user_id': 9290070, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2847445fb1230af9b9da48618476d36d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Maile Cupo', 'link': 'https://stackoverflow.com/users/9290070/maile-cupo'}",False,31,0,0,1694543418,1694541008,1694543418.0,77091547,CC BY-SA 4.0,https://stackoverflow.com/questions/77091547/10-min-web-post-from-within-airflow-operators-getting-stuck-hanging,~10 min web post from within airflow operators getting stuck/hanging,,,,
"['amazon-web-services', 'airflow', 'airflow-2.x', 'mwaa']","{'account_id': 24450681, 'reputation': 92, 'user_id': 18372975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e12fa3193903a55150b776de7a540dac?s=256&d=identicon&r=PG', 'display_name': 'AIViz', 'link': 'https://stackoverflow.com/users/18372975/aiviz'}",False,29,1,0,1694607062,1694533703,1694534712.0,77090740,CC BY-SA 4.0,https://stackoverflow.com/questions/77090740/airflow-executor-reports-task-instance-finished-failed-although-the-task-say,Airflow - Executor reports task instance finished (failed) although the task says its queued,,,,
"['notifications', 'airflow', 'airflow-api']","{'account_id': 13625654, 'reputation': 1, 'user_id': 9841812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a57ae102208a7ad6c4d8f4ac27393e7f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'sunil', 'link': 'https://stackoverflow.com/users/9841812/sunil'}",False,11,0,-1,1694521774,1694521774,,77089123,CC BY-SA 4.0,https://stackoverflow.com/questions/77089123/airflow-notification-on-broken-dag,Airflow - Notification on broken dag,,,,
"['docker', 'airflow']","{'account_id': 24211106, 'reputation': 1, 'user_id': 18167629, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10166078480030367/picture?type=large', 'display_name': 'Nick Chan', 'link': 'https://stackoverflow.com/users/18167629/nick-chan'}",False,9,0,0,1694513829,1694513829,,77088188,CC BY-SA 4.0,https://stackoverflow.com/questions/77088188/how-to-use-airflow-worker-to-interact-other-container,how to use airflow worker to interact other container?,,,,
"['amazon-web-services', 'airflow', 'amazon-ecs']","{'account_id': 4027343, 'reputation': 405, 'user_id': 3314983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de25d7f705d2ef5f2c26431674a71d9b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'android2600', 'link': 'https://stackoverflow.com/users/3314983/android2600'}",False,19,1,0,1694656083,1694508223,,77087416,CC BY-SA 4.0,https://stackoverflow.com/questions/77087416/trying-to-run-ecs-task-using-airflow-scheduler,Trying to run ECS Task using airflow scheduler,,,,
"['python', 'amazon-s3', 'airflow', 'directed-acyclic-graphs']","{'account_id': 12278701, 'reputation': 357, 'user_id': 8961082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bb7474ebdbff9769065700c3d50067c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'd789w', 'link': 'https://stackoverflow.com/users/8961082/d789w'}",False,18,1,0,1694503027,1694502258,,77086743,CC BY-SA 4.0,https://stackoverflow.com/questions/77086743/airflow-dag-hanging-on-running-state-when-interacting-with-aws-s3-bucket,Airflow dag hanging on running state when interacting with AWS S3 bucket,,,,
"['linux', 'airflow']","{'account_id': 10523734, 'reputation': 1, 'user_id': 15736935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb8cc9874a924fe9cee00ac4027ea454?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Do Remon', 'link': 'https://stackoverflow.com/users/15736935/do-remon'}",False,17,0,0,1694440785,1694440755,1694440785.0,77082290,CC BY-SA 4.0,https://stackoverflow.com/questions/77082290/airflow-scheduler-asking-for-password-of-a-user,Airflow scheduler asking for password of a user,,,,
"['python', 'airflow']","{'account_id': 18653559, 'reputation': 85, 'user_id': 13596476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c5153f177b10918f0159616ab2b0097?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Alessio', 'link': 'https://stackoverflow.com/users/13596476/alessio'}",False,20,0,0,1694423617,1694423617,,77080324,CC BY-SA 4.0,https://stackoverflow.com/questions/77080324/airflow-dag-stop-when-triggered-another-one,Airflow DAG stop when triggered another one,,,,
"['python', 'sql', 'airflow']","{'account_id': 9316307, 'reputation': 43, 'user_id': 6916558, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154591290809106/picture?type=large', 'display_name': 'Umid Umaraliev', 'link': 'https://stackoverflow.com/users/6916558/umid-umaraliev'}",True,26,1,0,1694424479,1694415657,,77079497,CC BY-SA 4.0,https://stackoverflow.com/questions/77079497/how-can-i-make-a-choce-between-my-tasks-in-airflow,How can I make a choce between my tasks in airflow?,,,,
"['apache-spark', 'airflow', 'etl', 'directed-acyclic-graphs']","{'account_id': 29410882, 'reputation': 1, 'user_id': 22534757, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ACg8ocL5yuusvCf28EkWnrcVV9ZJkqyFXLnA6-ZePnwsk5N2=k-s256', 'display_name': 'Eric Wong', 'link': 'https://stackoverflow.com/users/22534757/eric-wong'}",False,27,0,0,1694586911,1694398146,1694586911.0,77078563,CC BY-SA 4.0,https://stackoverflow.com/questions/77078563/airflow-v2-6-3-running-spark-jobs-on-a-dag-successful-jobs-are-retrying-2nd-it,"Airflow v2.6.3 running spark jobs on a DAG, successful jobs are retrying, 2nd iteration will fail with &quot;Received SIGTERM&quot; error",,,,
"['docker', 'docker-compose', 'airflow', 'polygon.io']","{'account_id': 4295275, 'reputation': 318, 'user_id': 3510503, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000250490008/picture?type=large', 'display_name': 'user3510503', 'link': 'https://stackoverflow.com/users/3510503/user3510503'}",False,25,0,1,1694375898,1694375898,,77077696,CC BY-SA 4.0,https://stackoverflow.com/questions/77077696/airflow-in-docker-unable-to-import-an-installed-python-module,Airflow in Docker: Unable to import an installed Python module,,,,
['airflow'],"{'account_id': 21728469, 'reputation': 21, 'user_id': 22532200, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxCJ1qcNp5LAsXGkCcd6yVevdy8wjbETXH0NVgB=k-s256', 'display_name': 'Nayeon Kim', 'link': 'https://stackoverflow.com/users/22532200/nayeon-kim'}",False,24,0,0,1694360389,1694349391,1694360389.0,77076129,CC BY-SA 4.0,https://stackoverflow.com/questions/77076129/airflow-web-ui-do-not-reflect-changes-when-running-airflow-for-the-first-time,Airflow Web UI do not reflect changes When Running Airflow for the First Time,,,,
['airflow'],"{'account_id': 29401752, 'reputation': 15, 'user_id': 22527772, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa95a5416ed6413eaa5cb369779b1fc5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashish Inamdar', 'link': 'https://stackoverflow.com/users/22527772/ashish-inamdar'}",True,37,1,0,1694396018,1694323984,1694324312.0,77074923,CC BY-SA 4.0,https://stackoverflow.com/questions/77074923/taskflow-api-not-updating-xcoms,Taskflow API not updating XCOMS,77076419.0,,,
['airflow'],"{'account_id': 29401752, 'reputation': 15, 'user_id': 22527772, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa95a5416ed6413eaa5cb369779b1fc5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashish Inamdar', 'link': 'https://stackoverflow.com/users/22527772/ashish-inamdar'}",True,19,1,1,1694266807,1694262142,,77072196,CC BY-SA 4.0,https://stackoverflow.com/questions/77072196/fetching-xcom-returns-none-value-in-airflow,Fetching XCOM returns None value in Airflow,77072518.0,,,
"['google-bigquery', 'airflow', 'dbt', 'python-dataclasses']","{'account_id': 29395998, 'reputation': 1, 'user_id': 22523337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/950b7377b71f5ed5b0ea37bdcbd4eb3a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'kavoisier_n_coding', 'link': 'https://stackoverflow.com/users/22523337/kavoisier-n-coding'}",False,24,0,0,1694208357,1694208357,,77069947,CC BY-SA 4.0,https://stackoverflow.com/questions/77069947/how-to-create-reusable-code-with-dataclasses-and-airflow-dags,How to create reusable code with dataclasses and airflow dags,,,,
"['python', 'google-bigquery', 'google-cloud-storage', 'airflow']","{'account_id': 23934397, 'reputation': 129, 'user_id': 17928364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c136ad5d30a513e379233b3f9f61789?s=256&d=identicon&r=PG', 'display_name': 'unnest_me', 'link': 'https://stackoverflow.com/users/17928364/unnest-me'}",False,19,0,0,1694204151,1694204151,,77069657,CC BY-SA 4.0,https://stackoverflow.com/questions/77069657/loading-multiple-gcs-files-into-one-bigquery-table,Loading multiple GCS files into one BigQuery Table,,,,
"['python', 'docker', 'airflow']","{'account_id': 10614133, 'reputation': 65, 'user_id': 7817081, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/deb08c28fe5ba3d54b1f39dd34d11887?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Arshpreet Kaur', 'link': 'https://stackoverflow.com/users/7817081/arshpreet-kaur'}",False,13,0,0,1694195208,1694195208,,77068945,CC BY-SA 4.0,https://stackoverflow.com/questions/77068945/airflow-module-not-found-when-airflow-container-is-started-with-host-user,Airflow Module not found when airflow container is started with host user,,,,
"['python', 'airflow', 'directed-acyclic-graphs']","{'account_id': 28974192, 'reputation': 25, 'user_id': 22193713, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtf5WUoa-ZzS0dYrCeCc3BVXOWI3XrkfoOSRLxnnuW0p=k-s256', 'display_name': 'Logan27', 'link': 'https://stackoverflow.com/users/22193713/logan27'}",False,19,1,0,1694188412,1694160199,,77065154,CC BY-SA 4.0,https://stackoverflow.com/questions/77065154/how-to-pick-latest-file-from-s3-bucket-folder-and-load-into-snowflake-table-usin,How to pick latest file from S3 bucket folder and load into snowflake table using Airflow DAG,,,,
"['python', 'airflow']","{'account_id': 9316307, 'reputation': 43, 'user_id': 6916558, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154591290809106/picture?type=large', 'display_name': 'Umid Umaraliev', 'link': 'https://stackoverflow.com/users/6916558/umid-umaraliev'}",False,45,1,0,1694109430,1694107909,1694108537.0,77061716,CC BY-SA 4.0,https://stackoverflow.com/questions/77061716/how-can-i-capture-the-time-in-a-variable-in-python,How can I capture the time in a variable in python?,,,,
['airflow'],"{'account_id': 1556528, 'reputation': 1591, 'user_id': 1447456, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/606d9f69e64fa4eddea4bada8802f7f2?s=256&d=identicon&r=PG', 'display_name': 'Francisco Albert', 'link': 'https://stackoverflow.com/users/1447456/francisco-albert'}",False,12,0,0,1694109105,1694107898,1694109105.0,77061714,CC BY-SA 4.0,https://stackoverflow.com/questions/77061714/keep-xcom-variables-between-reschedules-in-airflow,Keep xcom variables between reschedules in airflow?,,,,
"['python', 'docker', 'airflow', 'airflow-2.x']","{'account_id': 17824711, 'reputation': 71, 'user_id': 12946205, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-p_REQ7ng7jA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfEQa4uErPrnS3j7GTT74_64PjcYA/photo.jpg?sz=256', 'display_name': 'Chhandosee Bhattacharya', 'link': 'https://stackoverflow.com/users/12946205/chhandosee-bhattacharya'}",False,18,0,0,1694098955,1694098955,,77060786,CC BY-SA 4.0,https://stackoverflow.com/questions/77060786/airflow-unable-to-start-with-mysql-db-backend,Airflow unable to start with mysql db backend,,,,
